CLASSIFIED_LABEL,WORDS_TF,SUMMARY,WORDS_TF_norm,rawPrediction,probability,prediction,Allocation,Reason for misclassification,Category(if any)
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[52,65,212,556],""values"":[1,1,1,1]}", Errors in character entities in Javadoc for HttpVersion ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[52,65,212,556],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-28.9526296212451,-27.758433075857145]}","{""vectorType"":""dense"",""length"":2,""values"":[0.23250922728370568,0.7674907727162944]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[505,627],""values"":[1,1]}", setAuthPreemptive restricted to BASIC AuthScheme ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[505,627],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-16.96172704728155,-16.270912985935507]}","{""vectorType"":""dense"",""length"":2,""values"":[0.33385200572189505,0.666147994278105]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[29,42,58,72,138,245,542,634,841,1207],""values"":[1,1,1,1,1,1,1,1,1,1]}", Document the problem with MS impl of digest authentication with older JREs and stale connection check ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[29,42,58,72,138,245,542,634,841,1207],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-74.190171628486,-69.24387541509174]}","{""vectorType"":""dense"",""length"":2,""values"":[0.007059502116583434,0.9929404978834164]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[36,277,399,490,509,634],""values"":[1,1,1,1,1,1]}", Windows specific implementation of the Digest auth scheme ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[36,277,399,490,509,634],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-45.636917789506896,-45.583459400524134]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4866385846231115,0.5133614153768885]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[72,490],""values"":[1,1]}", SPNEGO authentication scheme ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[72,490],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-15.10542905691592,-14.073688408599288]}","{""vectorType"":""dense"",""length"":2,""values"":[0.26274678237581056,0.7372532176241894]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[43,51,122],""values"":[1,1,1]}", Handle Returning Null consistantly ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[43,51,122],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-20.564126583217977,-17.92279238627477]}","{""vectorType"":""dense"",""length"":2,""values"":[0.06652513462448911,0.9334748653755108]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,42,56,89,149,657,772],""values"":[1,1,1,1,1,1,1]}", Do not consume the remaining response content if the connection is to be closed ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,42,56,89,149,657,772],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-47.57371980518158,-45.25810785590658]}","{""vectorType"":""dense"",""length"":2,""values"":[0.08983821324778837,0.9101617867522117]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[337,412,728,2211],""values"":[1,1,1,1]}", HttpMethodBase.getResponseBodyAsString(long limit) ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[337,412,728,2211],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-33.64426497619898,-32.956505027414124]}","{""vectorType"":""dense"",""length"":2,""values"":[0.33453156891419394,0.6654684310858061]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,59,106,180,315,393,498,530,1355],""values"":[1,2,1,1,1,1,1,1,1]}", Provide fail-over for multi-home remote servers (if one server in a farm goes down) ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,59,106,180,315,393,498,530,1355],""values"":[0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-71.15897452367707,-69.3776265637879]}","{""vectorType"":""dense"",""length"":2,""values"":[0.14413676814629214,0.8558632318537078]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[118,305,307,986,1319],""values"":[1,1,1,1,1]}", Cookie guide lists RFC 2965 as unsupported ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[118,305,307,986,1319],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-39.6245611384271,-38.777026056352945]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2999501858093756,0.7000498141906244]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[17,88,1272,1279],""values"":[1,1,1,1]}", Wrong method signatures in AbstractHttpClient ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[17,88,1272,1279],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.129281138564934,-29.838691277443537]}","{""vectorType"":""dense"",""length"":2,""values"":[0.42785946543632036,0.5721405345636796]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[29,30,48,414,1594],""values"":[1,1,1,1,1]}", HttpParams doesn't document its key values ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[29,30,48,414,1594],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-34.898944799363136,-34.74776046629666]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4622757437178236,0.5377242562821763]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,39,79,97,131,376,457],""values"":[1,1,2,1,1,1,1,1]}", client cache does not respect 'Cache-Control: no-store' on requests ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,39,79,97,131,376,457],""values"":[0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-58.21381882100677,-54.54524617803423]}","{""vectorType"":""dense"",""length"":2,""values"":[0.02487814724372635,0.9751218527562735]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,39,127,130,930],""values"":[1,1,1,1,1,1]}", cache module does not recognize equivalent URIs ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,39,127,130,930],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-39.006907011212625,-36.765519343745055]}","{""vectorType"":""dense"",""length"":2,""values"":[0.09609494036320382,0.9039050596367961]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,39,79,95,149,293,315,542,1134,1189],""values"":[1,1,1,2,1,1,1,1,1,1,1]}", cache should not generate stale responses to requests explicitly requesting first-hand or fresh ones ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,39,79,95,149,293,315,542,1134,1189],""values"":[0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-83.27582710893431,-79.20881715465981]}","{""vectorType"":""dense"",""length"":2,""values"":[0.016840081306311015,0.983159918693689]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,2,3,39,320,389,559,693,818,961],""values"":[1,1,1,1,1,1,1,1,1,1]}", cache should use both Last-Modified and ETag for validations when available ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,2,3,39,320,389,559,693,818,961],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-68.69130440520563,-67.60411819877265]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2521485042909213,0.7478514957090787]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[48,50,254,284,860,2369],""values"":[1,1,1,1,1,1]}", Length norm value of DefaultSimilarity for a few terms ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[48,50,254,284,860,2369],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-44.53423304852727,-44.40395945271692]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4674775834388364,0.5325224165611636]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,13,15,56,128,562],""values"":[1,1,1,1,1,1]}", CompressingStoredFieldsReader should close the index file as soon as it has been read ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,13,15,56,128,562],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-36.80227558896832,-35.902761981908014]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2891504615283782,0.7108495384716219]}",1,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,30,56,91,955,1232,1784],""values"":[1,1,1,1,1,1,1]}", Indexing non-point shapes close to the poles doesn't scale ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,30,56,91,955,1232,1784],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-50.88853257264492,-51.01480372261968]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5315259101354065,0.46847408986459355]}",0,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,43,122,386,449],""values"":[1,1,1,1,1]}", DISI.iterator() should never return null. ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,43,122,386,449],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-34.64317158447032,-31.89162415506655]}","{""vectorType"":""dense"",""length"":2,""values"":[0.05999931664083613,0.9400006833591639]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[123,136,867,1184,1253,1438,2132],""values"":[1,1,1,1,1,1,1]}", DiskDV SortedDocValues shouldnt hold doc-to-ord in heap memory ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[123,136,867,1184,1253,1438,2132],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-58.306734615756014,-57.766108577940415]}","{""vectorType"":""dense"",""length"":2,""values"":[0.3680419619337394,0.6319580380662606]}",1,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,24,406,1212],""values"":[1,1,1,1]}", Lucene FST is not immutable ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,24,406,1212],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-26.09693761465857,-28.958633714261655]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9459201295486415,0.054079870451358536]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,15,24,36,77,87,281,458,1036],""values"":[1,1,1,1,1,1,1,1,1]}", org.apache.lucene.analysis.hunspell.HunspellDictionary should implement ICONV and OCONV lines in the affix file ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,15,24,36,77,87,281,458,1036],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-57.159603954257705,-59.78500584968021]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9324786174971743,0.06752138250282574]}",0,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,3,5,65,76,418,708,1747],""values"":[1,1,1,1,1,1,1,1]}", Fix junitcompat tests (so that they're not triggered when previous errors occur) ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,3,5,65,76,418,708,1747],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-53.731538513679695,-50.6403175286443]}","{""vectorType"":""dense"",""length"":2,""values"":[0.04347083671684324,0.9565291632831567]}",1,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,24,100,124],""values"":[1,1,1,1]}", IndexFormatTooNewException using Lucene 4.4 after optimize ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,24,100,124],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-23.610793340950217,-24.60382660200683]}","{""vectorType"":""dense"",""length"":2,""values"":[0.729686631709979,0.27031336829002095]}",0,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[22,35,86,530,644,1710],""values"":[1,1,1,1,1,1]}", Lock down centralized versioning of ivy dependencies ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[22,35,86,530,644,1710],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-43.818613012115264,-42.97025480897675]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2997773752547898,0.7002226247452102]}",1,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,4,29,50,56,357,418,470,581,911],""values"":[1,1,1,1,1,1,1,1,1,1]}"," Add ProxBooleanTermQuery, like BooleanQuery but boosting when term occur ""close"" together (in proximity) in each document ","{""vectorType"":""sparse"",""length"":2425,""indices"":[3,4,29,50,56,357,418,470,581,911],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-68.3288707180933,-67.97765329322236]}","{""vectorType"":""dense"",""length"":2,""values"":[0.413087229887319,0.586912770112681]}",1,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[24,75,82,85,130,189,392,1519,1670],""values"":[1,1,1,1,1,1,1,1,1]}", Missing include path for 'build-native-unix' task in lucene-misc module on Mac OS X ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[24,75,82,85,130,189,392,1519,1670],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-61.16197378681653,-69.1361414464365]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9996558771498083,0.00034412285019159284]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[43,256,707,1310],""values"":[1,1,1,1]}", PackedInts.fastestFormatAndBits returns slower format for Direct ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[43,256,707,1310],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.485266189409728,-31.412768705382906]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7165683255475168,0.28343167445248313]}",0,Tarun,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,3,58,110,344,839,976],""values"":[1,1,1,1,1,1,1]}", IndexReader and friends should check ref count when incrementing ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,3,58,110,344,839,976],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-47.68737201817308,-46.2270987863364]}","{""vectorType"":""dense"",""length"":2,""values"":[0.18842553867399728,0.8115744613260026]}",1,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[377,557,1705],""values"":[1,1,1]}", SIGSEGV in jdk 1.8.0 ea b121 (32 bit) ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[377,557,1705],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-24.682139445585875,-26.190077017856645]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8187553540139777,0.18124464598602227]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[27,49,551,609],""values"":[1,1,1,1]}", PagingFieldCollector is very slow with String fields ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[27,49,551,609],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-27.78633182171552,-28.54816108442287]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6817507547014766,0.31824924529852333]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,119,478],""values"":[1,1,1]}", SortingAtomicReader should be package private ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,119,478],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-18.332379046698115,-21.58171194097203]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9626491337514275,0.03735086624857251]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[203,931,1203],""values"":[1,1,1]}", Elias-Fano sequence also on BytesRef ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[203,931,1203],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-23.917533301043783,-26.2308990123769]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9099779486244061,0.09002205137559405]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[104,1258],""values"":[1,1]}", Forced merges ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[104,1258],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-15.256978955043122,-16.931270343672463]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8421471363266055,0.1578528636733944]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[32,47,55,126,195,629],""values"":[1,1,1,1,1,1]}", Make the Collector API work per-segment ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[32,47,55,126,195,629],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-37.967881521121896,-45.70291180368166]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9995629519550078,0.00043704804499217697]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[62,497],""values"":[1,1]}", Simplify IndexWriter.commitMergedDeletesAndUpdates ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[62,497],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-13.71653391409597,-16.03452420787128]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9103560679670589,0.08964393203294112]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[9,22,145,1133],""values"":[1,1,1,1]}",Upgrade JFlex version from 1.5.0 to 1.5.1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[9,22,145,1133],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-25.3866665545103,-29.367672595274026]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9816752157286007,0.01832478427139934]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,8,9,49,55,90,114,237,1013],""values"":[1,1,1,1,1,1,1,1,1]}", Remove String based encoding from SpatialPrefixTree/Cell API; just use bytes ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,8,9,49,55,90,114,237,1013],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-53.6668896836497,-59.15089368761333]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9958645042829682,0.004135495717031692]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[289,1702],""values"":[1,1]}", Rename AtomicReader to LeafReader ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[289,1702],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-15.885587614465495,-18.978963187037717]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9566186653809393,0.04338133461906068]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[8,187,434],""values"":[1,1,1]}", remove .zip binary artifacts ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[8,187,434],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-19.27486802786988,-21.83336819116705]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9281424918283847,0.07185750817161535]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[4,21,139,160,217,271,1201],""values"":[1,1,1,1,1,2,1]}",Add workaround for ANT bug to enable compile with Java 8 on ANT 1.8.3. and 1.8.4,"{""vectorType"":""sparse"",""length"":2425,""indices"":[4,21,139,160,217,271,1201],""values"":[0.125,0.125,0.125,0.125,0.125,0.25,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-54.41610713720878,-57.95976821252078]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9719048535543399,0.02809514644566007]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[8,714],""values"":[1,1]}", remove FieldInfos leniency ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[8,714],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-13.308474770810761,-14.804575917142081]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8169922558478505,0.18300774415214954]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[101,254,412,560,574,1545,2103],""values"":[1,1,1,1,1,1,1]}", AnalyzingSuggester needs reasonable limits on max suggestion length ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[101,254,412,560,574,1545,2103],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-55.151499847302816,-57.24089421672234]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8898680861119884,0.11013191388801169]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[191,193,1074],""values"":[1,1,1]}", LiveIndexWriterConfig has setters that require magical order ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[191,193,1074],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-21.98601188944057,-25.19682524484636]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9612391812465058,0.03876081875349436]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,24,77,87,180,247,338,353,406],""values"":[1,1,1,1,1,1,1,1,1,2]}", org.apache.lucene.util.fst.FST should skip over outputs it is not interested in ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,24,77,87,180,247,338,353,406],""values"":[0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182]}","{""vectorType"":""dense"",""length"":2,""values"":[-69.86372414455889,-76.63218819768532]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9988518609351678,0.001148139064832124]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,24,41,267,358,472],""values"":[1,1,1,1,1,1]}", Fail smoketester if there is LUCENE_XXXX or SOLR_XXXX in Changes.txt ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,24,41,267,358,472],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-38.77589269759058,-41.8292568038122]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9549275425798638,0.045072457420136165]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,412,549,574,599,640,655,912,1190],""values"":[1,1,1,1,1,1,1,1,1]}",Spell checker puts a hard 3-letter limit on indexed words which affects suggestions,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,412,549,574,599,640,655,912,1190],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-69.64168412911863,-72.51362486969633]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9464418088507532,0.05355819114924674]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[],""values"":[]}", NorwegianPhoneticFilter ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[],""values"":[]}","{""vectorType"":""dense"",""length"":2,""values"":[-0.5276504776626059,-0.8915725979032461]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5899895361004537,0.41001046389954626]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,78,391,433],""values"":[1,1,1,1]}", FieldCache related test failure ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,78,391,433],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-26.170419189098617,-29.088385683043636]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9487274721270547,0.05127252787294546]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[27,45,113,303,381,555,1429],""values"":[1,1,1,1,1,1,1]}", HttpClient/Core lacks OSGI compatible fields in manifest ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[27,45,113,303,381,555,1429],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-50.27148473562362,-51.02083226761767]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6790365130456019,0.32096348695439814]}",0,Tarun,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,14,141,665],""values"":[1,1,1,1]}", Fluent-HC GET should support bodyString() ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,14,141,665],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-24.768885049703393,-26.40589953036316]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8371282878213216,0.16287171217867824]}",0,Tarun,,
