ID,CLASSIFIED,SUMMARY
HTTPCLIENT-1309,BUG, UnknownHostException if DefaultHttpClient asked to handle HttpRequest whose host name includes a port 
HTTPCLIENT-1311,BUG, Interrupt flag is not preserved where InterruptedException is caught 
HTTPCLIENT-1312,BUG, Decompressing on redirects with redirection support off doesn't work properly 
HTTPCLIENT-1313,BUG, IllegalStateException when using AWS SDK 
HTTPCLIENT-1314,BUG, Deadlock in http.client.fluent.Async.ExecRunnable.run() if there is an exception in FutureCallback 
HTTPCLIENT-1315,BUG, NTLM or digest authentication using a local user on a domain host doesn't work 
HTTPCLIENT-1316,BUG, Certificate verification rejects IPv6 addresses which are not String-equal 
HTTPCLIENT-1317,BUG, InetAddressUtils should handle IPv6 Addresses with Embedded IPv4 Addresses 
HTTPCLIENT-1318,BUG, Redirect to TLS site via TLS proxy fails - incorrectly marked as insecure target route 
HTTPCLIENT-1319,BUG, InetAddressUtils.isIPv6HexCompressedAddress does not detect excess groups 
HTTPCLIENT-1320,BUG, SSLSocketFactory.createSystemSSLContext causes java.security.UnrecoverableKeyException: Password verification failed 
HTTPCLIENT-1323,BUG, CachingHttpClient ignores params set on the request 
HTTPCLIENT-1324,BUG, CachingHttpClientBuilder.build() fails when asynchronousWorkersMax=0 
HTTPCLIENT-1325,BUG, Using a HttpRequest that is not an HttpUriRequest when host in URI is not target host results in an invalid request 
HTTPCLIENT-1326,BUG, Cannot override DefaultClientConnectionOperator 
HTTPCLIENT-1328,BUG, socketTimeout parameter is ignored 
HTTPCLIENT-1329,BUG, SSLSocketFactory keystorePassword constructor parameter should be char[] instead of java.lang.String 
HTTPCLIENT-1332,BUG, Missing content-type MultipartEntity Request 
HTTPCLIENT-1333,BUG, HttpClient return 400 when requests include a long header value 
HTTPCLIENT-1337,BUG," Either DefaultHttpRequestRetryHandler:98 should retry on InterruptedIOException, or DefaultClientConnection's opening() should throw something that can be retried. "
HTTPCLIENT-1338,BUG, Caching of digest credentials broken when server expires nonce  (regression bug) 
HTTPCLIENT-1339,BUG, SSLPeerUnverifiedException occurs randomly when calling resource via HTTPS 
HTTPCLIENT-1340,BUG, Connection re-used in a inconsistent state despite 'Connection: close' after successful authentication  
HTTPCLIENT-1341,BUG, DeflateDecompressingEntity does not call Inflater#end 
HTTPCLIENT-1342,BUG," ""java.lang.IllegalArgumentException: Host name may not be null"" thrown during redirect "
HTTPCLIENT-1344,BUG, Userinfo Credentials in URI Should Not Default to Preemptive Authentication 
HTTPCLIENT-1345,BUG, Useinfo Credentials Ignored In Redirect Location Header 
HTTPCLIENT-1346,BUG, SSL handshake exceptions are hidden from application 
HTTPCLIENT-1347,BUG, gzip responses doubly cached 
HTTPCLIENT-1348,BUG, Incorect extraction of certificate CN in AbstractVerifier 
HTTPCLIENT-1349,BUG, SSLSocketFactory incorrectly identifies key passed with keystore as the keystore password. 
HTTPCLIENT-1350,BUG, Expect/continue does not consistently work 
HTTPCLIENT-1351,BUG, Fragments Are Lost When Following Redirects 
HTTPCLIENT-1352,BUG," ""Premature end of Content-Length delimited message body ..."" when reading entity. "
HTTPCLIENT-1356,BUG, [commons-httpclient 3.1] HttpElement.parseElements missing values 
HTTPCLIENT-1357,BUG, Problem using HTTPS when using proxy 
HTTPCLIENT-1359,BUG, Repeated Requests Using the Same Context Fail If They Redirect 
HTTPCLIENT-1363,BUG, 4.3 deprecations break NTLMv2 EWS system 
HTTPCLIENT-1365,BUG, NPE when ManagedHttpClientConnectionFactory.create(ConnectionConfig) is called with null 
HTTPCLIENT-1366,BUG, org.apache.http.client.utils.URLEncodedUtils should parse the semicolon as a query parameter separator 
HTTPCLIENT-1367,BUG, decoded PATH of cookie value in CookieOrigin 
HTTPCLIENT-1372,BUG, Content-Disposition header in form data does not adhere to RFC6266 
HTTPCLIENT-1373,BUG, OPTIONS and TRACE Should Not Invalidate Cache 
HTTPCLIENT-1376,BUG, HttpClient incorrectly reuses HTTP/1.1 connection - the response body of the first request is considered as the response for the second request 
HTTPCLIENT-1377,BUG, NTCredentials for Basic Authentication uses slash instead of backslash   
HTTPCLIENT-1381,BUG, NullPointerException during NTLM authentication using null workstation/domain 
HTTPCLIENT-1382,BUG, BasicHttpClientConnectionManager  doesn't handle http protocol 
HTTPCLIENT-1383,BUG, NTLM authentication can enter in infinite loop 
HTTPCLIENT-1385,BUG, CacheKeyGenerator Does Not Normalize Path Correctly 
HTTPCLIENT-1386,BUG, Need to add attribute to manifest file of HttpClient  
HTTPCLIENT-1387,BUG, Replace URICollection with List<URI> 
HTTPCLIENT-1388,BUG, HttpClient/Core lacks OSGI compatible fields in manifest 
HTTPCLIENT-1389,BUG, HttpClient OSGi bundle (4.2.5)'s included JavaMail API bundle will not resolve (should not depend hard on sun.* classes) 
HTTPCLIENT-1392,BUG, CLONE - redirect error!  java.net.URISyntaxException: Illegal character  
HTTPCLIENT-1393,BUG, HTTP Request Headers dont persist for multiple redirects 
HTTPCLIENT-1395,BUG, Call the storage implementation only once on a cache miss 
HTTPCLIENT-1398,BUG, Unable to access HttpClients or HttpClientBuilder in OSGi 
HTTPCLIENT-1399,BUG, NPE in org.apache.http.client.methods.RequestBuilder line 237 
HTTPCLIENT-1403,BUG, HttpClient cannot handle contatenated gzip streams 
HTTPCLIENT-1405,BUG, HttpClient 4.3 - ProxyClient CONNECT message missing Host header 
HTTPCLIENT-1406,BUG, https on port 80 over proxy caused the http client to go into an infinite loop 
HTTPCLIENT-1411,BUG, Http Client may throw an IllegalArgumentException with certain cookies 
HTTPCLIENT-1413,BUG, Divide by Zero error in FutureRequestExecutionMetrics 
HTTPCLIENT-1417,BUG, Null pointer exception during cookie parsing 
HTTPCLIENT-1418,BUG, Class cast exception when ClientPNames.CONN_MANAGER_TIMEOUT is set 
HTTPCLIENT-1424,BUG, Axis2 Service Stub throws java.lang.IllegalStateException 
HTTPCLIENT-1425,BUG, Socket Closed Exception When Reading Connection: close Response Entities 
HTTPCLIENT-1426,BUG, MultipartEntityBuilder creates malformed HttpEntity 
HTTPCLIENT-1427,BUG, Tutorial about Preemptive authentication misses setting AuthCache 
HTTPCLIENT-1428,BUG, Minor error in javadoc for CacheConfig.Builder.setHeuristicCachingEnabled 
HTTPCLIENT-1429,BUG, Very large cookies should be logged in a truncated form 
HTTPCLIENT-1430,BUG, Please reduce object creation in HeaderGroup.getFirstHeader() 
HTTPCLIENT-1431,BUG,The HTTPClient 4.3 doesn't accept the SocketFactory based on the LayeredSchemeSocketFactory when using HTTP proxy
HTTPCLIENT-1432,BUG, Lazy decompressing of HttpEntity.getContent() 
HTTPCLIENT-1433,BUG, DefaultClientConnectionOperator instance check inconsistent with explicit cast 
HTTPCLIENT-1434,BUG, TrustSelfSignedStrategy should be a singleton 
HTTPCLIENT-1435,BUG, Proxy authentication of Fluent API does not work 
HTTPCLIENT-1436,BUG,Unable to retrieve binary encoded response from a website using httpclient 4.3
HTTPCLIENT-1437,BUG, Fluent Executor.execute is not thread safe 
HTTPCLIENT-1438,BUG, org.apache.http.NoHttpResponseException: The target server failed to respond 
HTTPCLIENT-1439,BUG, Infinite timeout on entity send 
HTTPCLIENT-1440,BUG, NPE When Location Is file: URI 
HTTPCLIENT-1441,BUG, AsynchronousValidationRequest and a connection pool leak 
HTTPCLIENT-1442,BUG, Request loses authorization header when redirected by proxy 
HTTPCLIENT-1443,BUG, HttpCache uses the physical host instead of the virtual host in the cache key 
HTTPCLIENT-1444,BUG," OSGI Manifest does not export ""org.apache.http"" package "
HTTPCLIENT-1445,BUG, Unable to access WebService through WebSphere Application Server with new HttpClient 
HTTPCLIENT-1446,BUG,Proxy authentication Error - NTLM authentication error: Unexpected state: MSG_TYPE3_GENERATED in Http Client 4.3.1
HTTPCLIENT-1447,BUG, Clients created with HttpClients.createMinimal do not work with absolute URIs 
HTTPCLIENT-1448,BUG, Add context information to DefaultRequestDirector INFO level logging 
HTTPCLIENT-1449,BUG,X509HostnameVerifier API is too restrictive
HTTPCLIENT-1450,BUG," ""tests.jar"" isn't deployed to Maven central repository "
HTTPCLIENT-1451,BUG,HttpClient does not store response cookies on a 401
HTTPCLIENT-1452,BUG, in case of a redirect a wrong host param is set to http header 
HTTPCLIENT-1453,BUG, PoolingHttpClientConnectionManager thread safety 
HTTPCLIENT-1454,BUG, Allow use of multiple SSLContexts with single instance of HttpClient 
HTTPCLIENT-1455,BUG, Documentation caching erroneus? 
HTTPCLIENT-1456,BUG,ClientProtocolException occurs when retries after receiving 503
HTTPCLIENT-1457,BUG, HttpClientBuilder.useSystemProperties() is incompatible with NTLM scheme 
HTTPCLIENT-1458,BUG, SystemDefaultCredentialsProvider authenticates with wrong protocol for https requests 
HTTPCLIENT-1459,BUG,InetAddressUtils.isIPv6Address is not identifying my IPv6 Address
HTTPCLIENT-1460,BUG, Cached files would be deleted after CloseableHttpClient being closed. 
HTTPCLIENT-1461,BUG, GZIP decoding is very slow 
HTTPCLIENT-1465,BUG, IOException when reading gziped content from sites with slightly incorrect gzip stream (missing gz footer) 
HTTPCLIENT-1466,BUG, FileBodyPart.generateContentType() method ignores ContentType parameters 
HTTPCLIENT-1467,BUG, Why is MultipartEntityBuilder::addPart(FormBodyPart) private? 
HTTPCLIENT-1468,BUG, Remove unneccessary throws UnsupportedEncodingException 
HTTPCLIENT-1471,BUG, ResponseCachingPolicy - eliminate boxing and HashSet 
HTTPCLIENT-1472,BUG, DateParseException only used by deprecated classes 
HTTPCLIENT-1473,BUG,Http get via invalid proxy get 200/OK instead of 500
HTTPCLIENT-1474,BUG, HTTP POST with Fluent HC is broken 
HTTPCLIENT-1475,BUG, Add a requests count readable stat for each HttpGet to be processed 
HTTPCLIENT-1476,BUG, Thread lock within httpClient call 
HTTPCLIENT-1477,BUG, javax.net.ssl.keyStore is ignored by HttpClientBuilder.useSystemProperties() 
HTTPCLIENT-1478,BUG, https calls ignore http.socket.timeout during SSL Handshake 
HTTPCLIENT-1479,BUG, NPE in DefaultHttpClient with Proxy and AuthCache 
HTTPCLIENT-1480,BUG, Provide a convenience method to parse a proxy with format localhost:port 
HTTPCLIENT-1481,BUG, Http Proxy with SSL target not working 
HTTPCLIENT-1482,BUG, ability to expect-continue only if potentially stale 
HTTPCLIENT-1483,BUG, GzipCompressingEntity shouldn't close outputstream in final block 
HTTPCLIENT-1484,BUG, GzipCompressingEntity shouldn't close outputstream in finally block 
HTTPCLIENT-1485,BUG, Wrong type of exception raised because of hardcoded string-compare 
HTTPCLIENT-1486,BUG, Quirky Behavior in URIUtils leads to Improper Request Execution 
HTTPCLIENT-1487,BUG, CachingHttpClient doesn't persist cache 
HTTPCLIENT-1483,BUG, GzipCompressingEntity shouldn't close outputstream in final block 
HTTPCLIENT-1484,BUG, GzipCompressingEntity shouldn't close outputstream in finally block 
HTTPCLIENT-1485,BUG, Wrong type of exception raised because of hardcoded string-compare 
HTTPCLIENT-1486,BUG, Quirky Behavior in URIUtils leads to Improper Request Execution 
HTTPCLIENT-1487,BUG, CachingHttpClient doesn't persist cache 
HTTPCLIENT-1488,BUG," Built-in NTLM engine fails to authenticate against Squids ntlm_fake_auth, JCIFS doesn't "
HTTPCLIENT-1489,BUG," Multiple, comma-separated challenges in WWW-Authenticate are not recognized "
HTTPCLIENT-1490,BUG, auth caches do not take auth realm into account 
HTTPCLIENT-1491,BUG, Enable provision of Service Principal Name to InitializeSecurityContext  
HTTPCLIENT-1492,BUG," ""TimeToLive"" for connection pooling not settable via HttpClientBuilder "
HTTPCLIENT-1493,BUG, Conditional stale connection checking 
HTTPCLIENT-1494,BUG, StringBody constructor throws NPE if text is null 
HTTPCLIENT-1495,BUG," Finalizer in PoolingHttpClientConnectionManager should not log ""shutdown"" messages if already shutdown normally "
HTTPCLIENT-1496,BUG," HttpRequestInterceptors do not have easy access to the scheme, host or port of the request. "
HTTPCLIENT-1497,BUG, Allow to enable SO_LINGER option with zero timeout 
HTTPCLIENT-1498,BUG," ""java.lang.IllegalArgumentException: Host name may not be blank"" thrown during redirect (regression?) "
HTTPCLIENT-1499,BUG, Fluent-HC GET should support bodyString() 
HTTPCLIENT-1500,BUG, Fluent-HC GET should support bodyString() 
HTTPCLIENT-1501,BUG, Fluent API not accepting form parameters 
HTTPCLIENT-1502,BUG, Android HttpClient Maven javadoc/source uploaded incorrectly 
HTTPCLIENT-1504,BUG,Hanging request execution when PoolingHttpClientConnectionManager has 0 MaxTotal connections set
HTTPCLIENT-1505,BUG, Add a MultipartEntityReader 
HTTPCLIENT-1506,BUG," Including ""; charset=..."" in the content type header prevents form fields from getting transmitted? "
HTTPCLIENT-1507,BUG, Quick start comments do not correspond to user guide 
HTTPCLIENT-1508,BUG, Default user agent should reflect the Java version used and not compiled 
HTTPCLIENT-1509,BUG, Increase DefaultHttpResponseParser buffer size 
HTTPCLIENT-1510,BUG, Expect/continue not working for HttpRequest objects that are implemented with an HttpRequestWrapper 
HTTPCLIENT-1511,BUG, Should be possible to retrieve the entity stream from a fluent respose 
HTTPCLIENT-1512,BUG, Please add org.apache.http.client.fluent.Content.asString(Charset) 
HTTPCLIENT-1513,BUG,Trim default ports (80 and 443) in host header
HTTPCLIENT-1514,BUG, org.apache.http.entity.ContentType#get method is too strict regarding malformed Content-Type headers 
HTTPCLIENT-1515,BUG, Caching responses to HEAD requests 
HTTPCLIENT-1516,BUG, URL-encoded form paramters - missing '=' for null-values 
HTTPCLIENT-1517,BUG,"Strip Porty by default setup and strip ports by default ports 80,443, also use canonical hostname to create kerberos / gssapi context"
HTTPCLIENT-1518,BUG,In 4.3.2/3 (running on Sun Solaris 10) during stress test connections go in close_wait
HTTPCLIENT-1519,BUG, redundant port when executing request 
HTTPCLIENT-1520,BUG, Fix License URLs in pom.xml 
HTTPCLIENT-1521,BUG, Improve HttpClient extensibility for proxy chaining 
HTTPCLIENT-1522,BUG, SNI support 
HTTPCLIENT-1530,BUG,DateUtils.parseDate not fully compliant with RFC 1123
HTTPCLIENT-1531,BUG, https connections through proxies don't work if authentication is disabled 
HTTPCLIENT-1532,BUG, Android Basic Authentication - the failure case 
HTTPCLIENT-1533,BUG, MultipartEntity encoding regression bug 
HTTPCLIENT-1534,BUG, HTTP Digest Authentication does not use cookies sent on challenge 
HTTPCLIENT-1535,BUG, InetAddress and NoRouteToHost 
HTTPCLIENT-1536,BUG, HttpClientConnectionOperator should use HttpHost.getAddress if available 
HTTPCLIENT-1537,BUG, metatype.xml definition is wrong for httpclient-osgi 
HTTPCLIENT-1538,BUG, Monitor contention at org.apache.http.impl.client.CloseableHttpResponseProxy.newProxy(HttpResponse original) 
HTTPCLIENT-1539,BUG, Non-consistent SunCertPathBuilderException 
HTTPCLIENT-1540,BUG, Support delegated credentials (ISC_REQ_DELEGATE) via ClientWinAuth 
HTTPCLIENT-1541,BUG, Use correct service principle name (HTTP/hostname) for WinHttpClients 
HTTPCLIENT-1543,BUG, httpmime should contain a proper bundle manifest for osgi 
HTTPCLIENT-1544,BUG, NPE in formatCooke method while parsing response cookies 
HTTPCLIENT-1545,BUG, Possible infinite loop when WindowsNegotiateScheme authentication fails 
HTTPCLIENT-1546,BUG, Cookie values can end up being double quoted 
HTTPCLIENT-1547,BUG," HttpClient OSGi bundle doesn't import the package ""javax.naming"" "
HTTPCLIENT-1549,BUG,CVE-2014-3577 patch may not be RFC-compliant
HTTPCLIENT-1550,BUG," ""deflate"" encoding issue : java.util.zip.ZipException: invalid stored block lengths "
HTTPCLIENT-1551,BUG,CVE-2014-3577 Is MITM possible in commons httpclient 3.x
HTTPCLIENT-1552,BUG, URI Encoding doesn't encode ':' in URI 
HTTPCLIENT-1553,BUG, SSLSocketFactory null argument exception in HttpClientBuilder.build() if system properties are not used. 
HTTPCLIENT-1554,BUG, defaultRequestConfig never used in InternalHttpClient 
HTTPCLIENT-1555,BUG, Socket timeout not applied to SSLSocketFactory & it waits indefinitely. 
HTTPCLIENT-1556,BUG, Default CookieSpecs provider not found for AbstractHttpClient subclass 
HTTPCLIENT-1557,BUG,NTLMEngine.Type1Message doesn't do anything with domain and host
HTTPCLIENT-1558,BUG, Problematic OSGi bundling 
HTTPCLIENT-1559,BUG, Converting a relative address to absolute address using HttpClient in Java 
HTTPCLIENT-1561,BUG, InitializeSecurityContext in WinHttpClient ignores return codes 
HTTPCLIENT-1562,BUG, Typo in WindowsNegotiateScheme 
HTTPCLIENT-1563,BUG, HttpClient OSGi bundle is missing some javax.naming package imports 
HTTPCLIENT-1564,BUG,ContentEncodingHttpClient 4.3.5 breaks compat with 4.2.5
HTTPCLIENT-1565,BUG, examples.client.ClientExecuteSOCKS doesn't specify the context while making the request. 
HTTPCLIENT-1566,BUG, Obvious bug in HTTP Basic Authentication! 
HTTPCLIENT-1569,BUG, GGSSchemeBase incorrectly spelled 
HTTPCLIENT-1571,BUG,Commit for HTTPCLIENT-1562 broke change from HTTPCLIENT-1560
HTTPCLIENT-1572,BUG, Aborting request execution doesn't throw RequestAbortedException 
HTTPCLIENT-1574,BUG, Missing package for OSGI - javax.naming 
HTTPCLIENT-1575,BUG," PoolingHttpClientConnectionManager.setMaxPerRoute accepts, but ignores, HttpRoutes with default ports "
HTTPCLIENT-1576,BUG, httpclient incorrectly return Cookie rejected  
HTTPCLIENT-1577,BUG, Some setting may not take effect if  assigned HttpClientConnectionManager instance in HttpClientBuilder 
HTTPCLIENT-1579,BUG,CacheValidityPolicy does not correctly handle 304 Not Modified freshness
HTTPCLIENT-1582,BUG, SSPI-based auth might fail if output token size is too small 
HTTPCLIENT-1588,BUG, CloseableHttpClient.execute do not close CloseableHttpResponse 
HTTPCLIENT-1590,BUG, Charset detection problem if Content-Type header is text/html 
HTTPCLIENT-1591,BUG, SNI doesn't work in Android port for proxied connections 
HTTPCLIENT-1594,BUG, MultipartEntity doesn't work when I set Charset for it 
HTTPCLIENT-1595,BUG, SSLConnectionSocketFactory not respecting enabled protocols 
HTTPCLIENT-1597,BUG, BrowserCompatHostnameVerifier doesn't recognize CN 
HTTPCLIENT-1604,BUG,HttpClient fails Basic Authentication when using RFC2617Scheme
HTTPCLIENT-1605,BUG,Cannot upload files with HttpClient 4.3.6 using PUT/POST
HTTPCLIENT-1606,BUG, TestSSLSocketFactory fails on OpenJDK 
HTTPCLIENT-1608,BUG, Cookies are not processed while NTLM handshaking takes place 
HTTPCLIENT-1611,BUG, NoClassDefFoundError: org/apache/http/ssl/SSLContexts in httpclient-osgi 
HTTPCLIENT-1612,BUG, Missing package import statement in manifest (org.apache.http.ssl) 
HTTPCLIENT-1614,BUG,Domain processing incompatible with 4.3.6
HTTPCLIENT-1618,BUG, EntityUtils toByteArray EOFException 
HTTPCLIENT-1619,BUG, BasicScheme.authenticate(...) is not thread save 
HTTPCLIENT-1621,BUG, Possible NPE/incorrect type in HttpClientBuilder#evictIdleConnections 
HTTPCLIENT-1623,BUG,Several files still refer to Java 1.5
HTTPCLIENT-1624,BUG,NTLMresp in type3message is being generated wrong when using NEGOTIATE_NTLM2_KEY
HTTPCLIENT-1625,BUG, Completely overhaul GSS-API-based authentication backend 
HTTPCLIENT-1628,BUG, Auth cache can fail when domain name contains uppercase characters 
HTTPCLIENT-1630,BUG,304 response causes multiple copies of file in cache
HTTPCLIENT-1633,BUG,RFC6265CookieSpecProvider ignores compatibility level
HTTPCLIENT-1634,BUG, Httpclient RequestConfig Timeout not occuring 
HTTPCLIENT-1636,BUG, Regression: hostname verification fails when it shouldn't 
HTTPCLIENT-1637,BUG, HttpClient does not handle cookies during authentication 
HTTPCLIENT-1640,BUG, Failed to parse cookie max-age attribute  
HTTPCLIENT-1642,BUG, Issue with github SSL certificate 
HTTPCLIENT-1644,BUG, NullPointerException during DefaultCookieSpec.formatCookies call 
HTTPCLIENT-1647,BUG," HTTP Client reporting ""Garbage in response"" whereas response seems to be valid "
HTTPCLIENT-1649,BUG, Caching of proxy auth schemes is broken 
HTTPCLIENT-1653,BUG, HttpClient does not validate maps.googleapis.com SSL certificate 
HTTPCLIENT-1654,BUG, Deprecate/remove RequestConfig#decompressionEnabled in favor of #contentCompressionEnabled 
HTTPCLIENT-1657,BUG," ""Connection is not open"" in httpClient.execute "
HTTPCLIENT-1659,BUG, Redirect does not send cookies 
HTTPCLIENT-1660,BUG,Http client 4.3.6 - loooong timeout on socket close
HTTPCLIENT-1662,BUG, NTLM auth failed because NTLMEngineImpl strip domain to base domain name 
HTTPCLIENT-1665,BUG, Regression in org.apache.http.entity.mime.MultipartEntity and   org.apache.http.entity.mime.content.StringBody 
HTTPCLIENT-1666,BUG, HTTPClient hangs on bad data from server. 
HTTPCLIENT-1667,BUG, RequestBuilder ignores Charset  
HTTPCLIENT-1668,BUG, connectTimeout used as socketTimeout in Request 
HTTPCLIENT-1673,BUG, org.apache.http.entity.mime.content is missing from exports of OSGi bundle 
HTTPCLIENT-1674,BUG, Invalid project url in pom.xml 
HTTPCLIENT-1680,BUG,307 redirect throws ClientProtocolException using POST method
HTTPCLIENT-1682,BUG, HttpClient should allow NO port 
HTTPCLIENT-1686,BUG," Threadsafe CloseableHttpClient uses non-threadsafe NTLMScheme, causing errors "
HTTPCLIENT-1687,BUG, ClientPreemptiveDigestAuthentication example fails 
HTTPCLIENT-1688,BUG, ProxySelectorRoutePlanner doesn't handle IllegalStateException thrown by SchemeRegistry.getScheme 
HTTPCLIENT-1690,BUG,ZipException occurs when content-encoding-header is set for 304-response
HTTPCLIENT-1697,BUG, Performance issue while closing client streams 
HTTPCLIENT-1698,BUG,Hostname verification fails when using URL with literal IPv6 address
HTTPCLIENT-1702,BUG,Running mvn eclipse:eclipse fails with Maven 3.2.3 due to an issue with httpmime
HTTPCLIENT-1706,BUG," Domain starting with ""."" in a cookie makes CookieSpec#match fails for subdomain "
HTTPCLIENT-1708,BUG,Issues With Extended ASCII ( Latin Chars ) Escaping with HttpClient 4.5.1
HTTPCLIENT-1710,BUG, OSGiRoutePlanner examines only the first proxy exception and also crashes processing IP address exception 
HTTPCLIENT-1711,BUG, defaulthttpresponseparser parseHead fails to return on live stream 
HTTPCLIENT-1715,BUG,NTLMEngineImpl.Type1Message not thread safe but declared as a constant
HTTPCLIENT-1719,BUG, OSGiProcyConfiguration proxy user field is known as 'proxy.user' to the metadata but the class uses the 'proxy.username' 
HTTPCLIENT-1721,BUG," file upload with MultipartEntityBuilder ""Software caused connection abort: socket write error"" "
HTTPCLIENT-1722,BUG," file upload with MultipartEntityBuilder ""Software caused connection abort: socket write error"" "
HTTPCLIENT-1723,BUG,"HttpClient 4.5.1 may perform multiple requests on the same connection despite having ""Connection: close"" header."
HTTPCLIENT-1726,BUG, The deprecated SSLSocketFactory does not contain the SNI fix found in the SSLConnectionSocketFactory class 
HTTPCLIENT-1731,BUG, java.lang.NullPointerException 
HTTPCLIENT-1733,BUG, http component redirect fails when redirection URL contains not url encoded params 
HTTPCLIENT-1739,BUG, repeated calls to HttpClients.custom.build take longer over time 
HTTPCLIENT-1741,BUG, X-CSRF-Validation issues 
HTTPCLIENT-1742,BUG, No connection reuse if response is compressed 
HTTPCLIENT-1744,BUG, code treats domain names or hostnames case sensitive. This will cause verification to fail because FQDN are case insensitive. 
HTTPCLIENT-1745,BUG, Proxy-Authorization header is not send within first request 
HTTPCLIENT-1746,BUG,"URLEncodedUtils.parse(String, CharSet) in 4.4 causes an NPE on null input and is not backward compatible"
HTTPCLIENT-1747,BUG,"The ""default request config"" socket timeout is set to 0 if the deprecated HttpClientParams is used"
HTTPCLIENT-1748,BUG," When run in java applet, SystemDefaultCredentialsProvider fails to get authentication from Authenticator "
HTTPCLIENT-1749,BUG, Memory Leak in OSGi support 
HTTPCLIENT-1753,BUG," Exception in thread ""main"" java.lang.NoSuchFieldError: INSTANCE "
HTTPCLIENT-1758,BUG, HttpClients.createDefault() causing exception on my linux server 
HTTPCLIENT-1761,BUG, Missing null check in parse method 
HTTPCLIENT-1762,BUG,Proxy reuses a fully established routed authenticated connection in attempt to CONNECT to target again causing 400 and NPE
HTTPCLIENT-1763,BUG, Invalid 'expires' attribute 
HTTPCLIENT-1766,BUG, SystemDefaultRoutePlanner: Possible null pointer dereference 
HTTPCLIENT-1767,BUG, Null pointer dereference in EofSensorInputStream and ResponseEntityProxy 
HTTPCLIENT-1768,BUG,Connection eviction policy in apache client 3.1. can IdleConnectionTimeoutThread be used?
HTTPCLIENT-1769,BUG, LaxRedirectStrategy should have its own public static final INSTANCE member 
HTTPCLIENT-1785,BUG," If you use custom trust manager/ protocol the ""connection.timeout"" param will throw SSLHandshakeException "
HTTPCLIENT-1791,BUG, Proxy exceptions not honoured in HttpClient-osgi module 
HTTPCLIENT-1796,BUG, java.lang.IllegalArgumentException thrown on a second # in url 
HTTPCLIENT-1801,BUG, HttpRequestBase.releaseConnection() method aborts connection rather than release it 
HTTPCLIENT-1802,BUG, RFC violations in hostname checking 
HTTPCLIENT-1803,BUG, Malformed path not handled well 
HTTPCLIENT-1805,BUG, Blocking thread when executing a request in a FutureCallback 
HTTPCLIENT-1807,BUG," NullPointerException in URLEncodedUtils.parse(String, Charset) "
HTTPCLIENT-1808,BUG, Overflow in Connection TTL 
HTTPCLIENT-1814,BUG, NoHttpResponseException occuring randomly 
HTTPCLIENT-1815,BUG, CLONE - Request 'hangs' on invalid response from server 
HTTPCLIENT-1828,BUG," HttpDelete, HttpGet, HttpHead do not extend HttpEntityEnclosingRequestBase "
HTTPCLIENT-1829,BUG, Apparently normal SSL site generates a handshake failure 
HTTPCLIENT-1831,BUG, Possible bug in URIBuilder 
HTTPCLIENT-1833,BUG, RuntimeException from WindowsNegotiateScheme: Unexpected token 
HTTPCLIENT-1836,BUG,DefaultHostnameVerifier#getSubjectAltNames(X509Certificate) throws java.lang.ClassCastException
HTTPCLIENT-1844,BUG, CloseableHttpClient error : org.apache.http.NoHttpResponseException failed to respond 
HTTPCLIENT-1845,BUG, Extract InputStreamFactory classes out of GzipDecompressingEntity and DeflateDecompressingEntity for reuse and to create less garbage 
HTTPCLIENT-1851,BUG, Regression ClassCastException when connecting SSL 
HTTPCLIENT-1854,BUG, Cannot peek contents of org.apache.http.conn.EofSensorInputStream 
HTTPCLIENT-1855,BUG, Digest auth: Nonce counter not incremented after reuse 
HTTPCLIENT-1856,BUG," incorrect ""Maximum line length limit exceeded"" detection is possible "
HTTPCLIENT-1857,BUG, HttpClient falsely closes a reusable connection 
HTTPCLIENT-1859,BUG, FormBodyPartBuilder.java does not properly escape the name and filename subfields in the ContentDisposition header 
HTTPCLIENT-1862,BUG,Equinox SAXException when starting OSGi module httpclient-osgi-4.5.3.jar
HTTPCLIENT-1869,BUG, java.io.EOFException: Unexpected end of ZLIB input stream 
HTTPCLIENT-1874,BUG, Exponential back-off retry mechanism 
HTTPCLIENT-1877,BUG, java.io.EOFException: Unexpected end of ZLIB input stream 
HTTPCLIENT-1879,BUG, connection should revert to SocketConfig's soTimeout 
HTTPCLIENT-1882,BUG,NTLM authentication error: Unexpected state: MSG_TYPE3_GENERATED
HTTPCLIENT-1884,BUG, javax.net.ssl.SSLPeerUnverifiedException: Host name 'www.googleapis.com' does not match the certificate subject provided by the peer 
HTTPCLIENT-1885,BUG,400 Bad Request Server: Microsoft-HTTPAPI/2.0
HTTPCLIENT-1887,BUG, tcp status remains in ·CLOSE_WAIT· for a very long time 
HTTPCLIENT-1888,BUG, NullPointerException in SystemDefaultCredentialsProvider.getCredentials when AuthScope.orgin is null 
HTTPCLIENT-1892,BUG, Request hangs forever although sockettimeout and connecttimeout are set 
HTTPCLIENT-1896,BUG, GGSSchemeBase does not support GSS continuation 
HTTPCLIENT-1897,BUG,httpclient-osgi-4.5.3 and 4.5.4 do not work with proxy with NTLM scheme
HTTPCLIENT-1898,BUG, Incorrect comment in example class ClientMultiThreadedExecution.java 
HTTPCLIENT-1899,BUG, Memory leak in OSGi support 
